00029684,24102018,24102018,3000,1.00,8.50
00030123,05112018,05112018,3000,1.00,12.00
00030123,12112018,12112018,3000,1.00,12.00
00030123,13112018,13112018,3000,1.00,12.00
00030576,26102018,26102018,3000,1.00,8.50
00030576,29102018,29102018,3000,1.00,8.50
00032224,26102018,26102018,3000,1.00,8.50
00032964,12112018,12112018,3000,1.00,12.00
00032964,13112018,13112018,3000,1.00,12.00
00032964,19112018,19112018,3000,1.00,12.00
00032964,21112018,21112018,3000,1.00,12.00
00038550,24102018,24102018,3001,1.00,12.00
00038550,08112018,08112018,3000,1.00,12.00
00038550,09112018,09112018,3000,1.00,12.00
00038550,10112018,10112018,3000,1.00,12.00
00038550,16112018,16112018,3000,1.00,12.00
00038550,17112018,17112018,3000,1.00,12.00
00041461,05112018,05112018,3000,1.00,8.50
00041461,14112018,14112018,3000,1.00,8.50
00041461,15112018,15112018,3000,1.00,8.50
00089188,22102018,22102018,3000,1.00,12.00
00089188,29102018,29102018,9001,1.00,12.00
00102266,22102018,22102018,3000,1.00,8.50
00102266,05112018,05112018,3000,1.00,8.50
00102266,19112018,19112018,3000,1.00,8.50
00102275,05112018,05112018,3000,1.00,8.50
00102278,29102018,29102018,3000,1.00,8.50
00102280,05112018,05112018,3000,1.00,12.00
00102280,08112018,08112018,3000,1.00,12.00
00102280,12112018,12112018,3000,1.00,12.00
00102280,19112018,19112018,3000,1.00,12.00
00102280,21112018,21112018,3000,1.00,12.00
00102287,01112018,01112018,3000,1.00,12.00
00102287,19112018,19112018,3000,1.00,12.00
00102288,05112018,05112018,3000,1.00,8.50
00102289,07112018,07112018,3000,1.00,8.50
00102289,14112018,14112018,3000,1.00,8.50
00102289,21112018,21112018,3000,1.00,8.50
00102291,16112018,16112018,3000,1.00,8.50
00102298,24102018,24102018,3001,1.00,12.00
00102298,05112018,05112018,3000,1.00,12.00
00102303,19112018,19112018,3000,1.00,8.50
00102304,02112018,02112018,3000,1.00,8.50
00102304,05112018,05112018,3000,1.00,8.50
00102304,08112018,08112018,3000,1.00,8.50
00102305,19112018,19112018,3000,1.00,8.50
00102305,21112018,21112018,3000,1.00,8.50
00102306,22102018,22102018,3000,1.00,8.50
00102306,29102018,29102018,3000,1.00,8.50
00102306,09112018,09112018,3000,1.00,8.50
00102306,16112018,16112018,3000,1.00,8.50
00102308,26102018,26102018,3000,1.00,8.50
00102308,08112018,08112018,3000,1.00,8.50
00102308,09112018,09112018,3000,1.00,8.50
00102308,12112018,12112018,3000,1.00,8.50
00102308,13112018,13112018,3000,1.00,8.50
00102308,14112018,14112018,3000,1.00,8.50
00102312,22102018,22102018,3000,1.00,8.50
00102312,08112018,08112018,3000,1.00,8.50
00102315,22102018,22102018,3000,1.00,8.50
00102315,23102018,23102018,3000,1.00,8.50
00102317,22102018,22102018,3000,1.00,8.50
00102317,05112018,05112018,3000,1.00,8.50
00102317,12112018,12112018,3000,1.00,8.50
00102317,19112018,19112018,3000,1.00,8.50
00102327,01112018,01112018,3000,1.00,12.00
00102327,05112018,05112018,3000,1.00,12.00
00102327,07112018,07112018,3000,1.00,12.00
00102327,08112018,08112018,3000,1.00,12.00
00102338,22102018,22102018,3000,1.00,12.00
00102347,05112018,05112018,3000,1.00,8.50
00102347,07112018,07112018,3000,1.00,8.50
00102347,19112018,19112018,3000,1.00,8.50
00102361,09112018,09112018,3000,1.00,8.50
00102361,19112018,19112018,3000,1.00,8.50
00102385,22102018,22102018,3000,1.00,12.00
00102385,23102018,23102018,3000,1.00,12.00
00102408,25102018,25102018,3000,1.00,12.00
00102408,14112018,14112018,3000,1.00,12.00
00102408,15112018,15112018,3000,1.00,12.00
00102414,26102018,26102018,3000,1.00,8.50
00102414,21112018,21112018,3000,1.00,8.50
00102429,23102018,23102018,3000,1.00,8.50
00102429,29102018,29102018,3000,1.00,8.50
00102433,24102018,24102018,3001,1.00,8.50
00102449,30102018,30102018,3001,1.00,8.50
00102449,02112018,02112018,3000,0.50,4.25
00102450,26102018,26102018,3001,1.00,8.50
00102450,02112018,02112018,3000,1.00,8.50
00102452,24102018,24102018,3000,1.00,12.00
00102459,05112018,05112018,3000,1.00,12.00
00102459,07112018,07112018,3000,1.00,12.00
00102459,08112018,08112018,3000,1.00,12.00
00102459,12112018,12112018,3000,1.00,12.00
00102476,26102018,26102018,3000,0.50,4.25
00102476,29102018,29102018,3001,1.00,8.50
00102476,05112018,05112018,3000,1.00,8.50
00102505,24102018,24102018,3000,1.00,12.00
00102505,25102018,25102018,3000,1.00,12.00
00102516,24102018,24102018,3000,1.00,12.00
00102516,25102018,25102018,3000,1.00,12.00
00102516,01112018,01112018,3000,1.00,12.00
00102516,07112018,07112018,3000,1.00,12.00
00102516,08112018,08112018,3000,1.00,12.00
00102516,12112018,12112018,3000,1.00,12.00
00102516,13112018,13112018,3000,1.00,12.00
00102516,14112018,14112018,3000,1.00,12.00
00102516,21112018,21112018,3000,1.00,12.00
00102522,05112018,05112018,3000,1.00,12.00
00102533,23102018,23102018,3000,1.00,8.50
00102533,24102018,24102018,3000,0.50,4.25
00102533,29102018,29102018,3000,0.50,4.25
00102533,30102018,30102018,3000,1.00,8.50
00102533,12112018,12112018,3000,1.00,8.50
00102533,14112018,14112018,3000,1.00,8.50
00102533,16112018,16112018,3000,1.00,8.50
00102536,31102018,31102018,3000,1.00,12.00
00102555,12112018,12112018,3000,1.00,8.50
00102555,13112018,13112018,3000,1.00,8.50
00102555,14112018,14112018,3000,1.00,8.50
00102555,15112018,15112018,3000,1.00,8.50
00102592,01112018,01112018,3000,1.00,12.00
00102592,12112018,12112018,3000,1.00,12.00
00102592,13112018,13112018,3000,1.00,12.00
00102606,24102018,24102018,3001,1.00,12.00
00102606,31102018,31102018,3000,1.00,12.00
00102609,25102018,25102018,3000,1.00,12.00
00102635,22102018,22102018,3000,1.00,12.00
00102635,23102018,23102018,3000,1.00,12.00
00102635,05112018,05112018,3000,1.00,12.00
00102635,15112018,15112018,3000,1.00,12.00
00102649,22102018,22102018,3000,1.00,12.00
00102649,12112018,12112018,3000,1.00,12.00
00102649,13112018,13112018,3000,1.00,12.00
00102649,19112018,19112018,3000,1.00,12.00
00102649,21112018,21112018,3000,1.00,12.00
00102674,23102018,23102018,3000,1.00,8.50
00102674,05112018,05112018,3000,1.00,8.50
00102674,12112018,12112018,3000,1.00,8.50
00102677,05112018,05112018,3000,1.00,12.00
00102677,07112018,07112018,3000,1.00,12.00
00102686,05112018,05112018,3000,1.00,8.50
00102721,22102018,22102018,3000,1.00,12.00
00102721,24102018,24102018,3001,1.00,12.00
00102748,08112018,08112018,3000,1.00,12.00
00102748,14112018,14112018,3000,1.00,12.00
00102748,15112018,15112018,3000,1.00,12.00
00102748,19112018,19112018,3000,1.00,12.00
00102765,29102018,29102018,3000,1.00,8.50
00102765,05112018,05112018,3000,1.00,8.50
00102765,21112018,21112018,3000,1.00,8.50
00102785,22102018,22102018,3001,1.00,8.50
00102787,29102018,29102018,3000,1.00,8.50
00102790,26102018,26102018,3000,1.00,8.50
00102790,31102018,31102018,3000,1.00,8.50
00102790,14112018,14112018,3000,1.00,8.50
00102790,19112018,19112018,3000,1.00,8.50
00107284,26102018,26102018,3000,1.00,8.50
00107284,05112018,05112018,3000,1.00,8.50
00107284,19112018,19112018,3000,1.00,8.50
00123917,09112018,09112018,3000,1.00,8.50
00160072,22102018,22102018,3000,1.00,12.00
00160072,23102018,23102018,3000,1.00,12.00
00160072,24102018,24102018,3000,1.00,12.00
00160072,25102018,25102018,3000,1.00,12.00
