00029684,03112017,03112017,3000,1.00,8.50
00029684,10112017,10112017,3000,1.00,8.50
00029684,17112017,17112017,3000,1.00,8.50
00029776,27102017,27102017,3001,1.00,8.50
00029776,30102017,30102017,3001,1.00,8.50
00029776,10112017,10112017,3000,1.00,8.50
00030113,30102017,30102017,3000,1.00,12.00
00030123,26102017,26102017,3000,1.00,12.00
00030123,06112017,06112017,5009,1.00,12.00
00030123,07112017,07112017,5009,1.00,12.00
00031881,23102017,23102017,3002,1.00,12.00
00031881,24102017,24102017,3002,1.00,12.00
00031881,25102017,25102017,3002,1.00,12.00
00031881,26102017,26102017,3002,1.00,12.00
00031881,30102017,30102017,3002,1.00,12.00
00031881,31102017,31102017,3002,1.00,12.00
00031881,01112017,01112017,3002,1.00,12.00
00031881,02112017,02112017,3002,1.00,12.00
00032783,27102017,27102017,3000,0.50,4.25
00032964,06112017,06112017,3000,1.00,12.00
00032964,07112017,07112017,3000,1.00,12.00
00045891,30102017,30102017,5009,1.00,8.50
00080360,31102017,31102017,3001,1.00,8.50
00089188,09112017,09112017,3000,1.00,12.00
00102266,25102017,25102017,3000,1.00,8.50
00102266,08112017,08112017,3000,1.00,8.50
00102266,15112017,15112017,3000,1.00,8.50
00102267,23102017,23102017,3001,1.00,12.00
00102271,30102017,30102017,3000,1.00,12.00
00102271,13112017,13112017,3000,1.00,12.00
00102272,25102017,25102017,3000,1.00,8.50
00102272,03112017,03112017,3000,1.00,8.50
00102272,08112017,08112017,3000,1.00,8.50
00102272,15112017,15112017,3000,1.00,8.50
00102272,17112017,17112017,3000,1.00,8.50
00102275,23102017,23102017,3000,1.00,8.50
00102275,24102017,24102017,3000,1.00,8.50
00102275,25102017,25102017,3000,1.00,8.50
00102277,08112017,08112017,3000,0.50,4.25
00102278,27102017,27102017,3000,0.50,4.25
00102278,30102017,30102017,3000,1.00,8.50
00102278,31102017,31102017,3000,1.00,8.50
00102278,03112017,03112017,3000,1.00,8.50
00102278,10112017,10112017,3000,1.00,8.50
00102278,17112017,17112017,3000,1.00,8.50
00102279,13112017,13112017,3000,1.00,8.50
00102280,26102017,26102017,3001,1.00,12.00
00102280,01112017,01112017,3000,1.00,12.00
00102280,02112017,02112017,3000,1.00,12.00
00102281,26102017,26102017,3001,1.00,8.50
00102281,01112017,01112017,3000,1.00,8.50
00102281,02112017,02112017,3000,1.00,8.50
